Controller,K_p,K_i,K_d,J_total,J_tracking,J_overshoot,J_control,overshoot_percent,settling_time,steady_state_error_percent,voltage_max_abs,saturation_percent,omega_final,feasible,checkpoint_type,checkpoint_metric,checkpoint_score,checkpoint_episode,actor_lr,critic_lr
RL Direct Control,,,,0.03490333789728869,0.007779457009577775,0.0,0.20157109127694683,0.0,inf,12.430303946984317,12.0,0.5999400059994,11.033781700315744,False,best_deterministic_eval,J_total,0.03490333789728869,20,0.0001,0.0001
