Method,K_p,K_i,K_d,total,tracking,overshoot_cost,control,omega_final,omega_max,omega_min,omega_abs_max,overshoot,overshoot_percent,settling_time,steady_state_error,steady_state_error_percent,voltage_max_abs,saturation_fraction,saturation_percent,valid,constraint_stable,constraint_overshoot,constraint_steady_state_error,constraint_settling_time,constraint_saturation,feasible,objective,penalized,trial,objective_model_target,used_penalty_in_objective_model,g_overshoot,g_steady_state_error,g_settling_time,g_saturation,expected_improvement,feasibility_probability,constrained_expected_improvement,feasible_best_so_far,feasible_count_so_far
Feasibility-aware BO,0.4951406197504321,0.73928778573713,0.0057506067599358964,0.03560704253999352,0.0008841374122632892,0.0,0.23384373395090363,12.599020505339004,12.599020505339004,0.0007258324088780806,12.599020505339004,0.0,0.0,3.6470000000000002,0.00012418848575801268,0.012418848575801267,6.252949774203889,0.0,0.0,True,True,True,True,False,True,False,0.03560704253999352,False,49,0.03560704253999352,False,-0.1,-0.01987581151424199,1.6470000000000002,-0.05,0.0010069953583084212,0.47327823595573376,0.00047658898679582166,0.03660956722771919,10
Feasibility-aware BO,0.3193360385721228,0.6502696073669237,0.0062863336343756925,0.035293623486571855,0.0012152611006635218,0.0,0.23042977884115828,12.599615140956436,12.599615140956436,0.00046837234044814005,12.599615140956436,0.0,0.0,3.491,5.236939730870013e-05,0.005236939730870013,5.9998045536059905,0.0,0.0,True,True,True,True,False,True,False,0.035293623486571855,False,50,0.035293623486571855,False,-0.1,-0.0199476306026913,1.491,-0.05,0.0013067835112661394,0.2978016603029936,0.00038916229931163204,0.03660956722771919,10
Feasibility-aware BO,0.7871017520631469,0.5035232753395107,0.0075194098983720785,0.03432435939527782,0.0019390128605084234,0.0,0.2210730111931518,12.530690248957347,12.530690248957347,0.0011528384706781451,12.530690248957347,0.0,0.0,6.9190000000000005,0.006832503443371438,0.6832503443371438,9.923826469264927,0.0,0.0,True,True,True,True,False,True,False,0.03432435939527782,False,51,0.03432435939527782,False,-0.1,-0.013167496556628563,4.9190000000000005,-0.05,0.0022852555892132337,0.09419076193708004,0.00021524996516896527,0.03660956722771919,10
Feasibility-aware BO,0.4181228341142208,0.5036081043954084,0.00383501971919353,0.03428954939274513,0.001983369033398436,0.0,0.2206635198180405,12.586948388568372,12.586948388568372,0.0006127544882496291,12.586948388568372,0.0,0.0,5.267,0.0014393289733212224,0.14393289733212222,5.9948509393753495,0.0,0.0,True,True,True,True,False,True,False,0.03428954939274513,False,52,0.03428954939274513,False,-0.1,-0.018560671026678778,3.2670000000000003,-0.05,0.0023199984744972438,0.09112156360538715,0.00021140188855830176,0.03660956722771919,10
Feasibility-aware BO,0.7896780069962441,0.5004712317397956,0.00755989052214203,0.03430451483200086,0.001963882540099387,0.0,0.22084123538627484,12.528282585170704,12.528282585170704,0.001156604935145512,12.528282585170704,0.0,0.0,6.9750000000000005,0.007056234054133564,0.7056234054133563,9.956248825672596,0.0,0.0,True,True,True,True,False,True,False,0.03430451483200086,False,53,0.03430451483200086,False,-0.1,-0.012943765945866437,4.9750000000000005,-0.05,0.0023043268633433783,0.08824135564717595,0.00020333692627562446,0.03660956722771919,10
Feasibility-aware BO,1.4239797251743131,0.5113790062193275,0.009961188322252427,0.03462851383914591,0.002117822392307785,0.0,0.22238546935840828,12.395214873736675,12.395214873736675,0.0013940249450132166,12.395214873736675,0.0,0.0,9.246,0.018708145440549988,1.8708145440549988,12.0,0.007399260073992601,0.7399260073992601,True,True,True,True,False,True,False,0.03462851383914591,False,54,0.03462851383914591,False,-0.1,-0.0012918545594500126,7.246,-0.0426007399260074,0.0025536674514247755,0.08545643791731994,0.00021822732402416195,0.03660956722771919,10
Feasibility-aware BO,0.45633772065805767,0.5083406210455568,0.004775824398271075,0.03430117893283713,0.001933887668725705,0.0,0.22093897554401137,12.584120644764642,12.584120644764642,0.0006686975457268117,12.584120644764642,0.0,0.0,5.398,0.0017274154138879189,0.17274154138879189,5.993695817163745,0.0,0.0,True,True,True,True,False,True,False,0.03430117893283713,False,55,0.03430117893283713,False,-0.1,-0.01827258458611208,3.3979999999999997,-0.05,0.0023084116105924132,0.08688607740147944,0.00020056882987240624,0.03660956722771919,10
Feasibility-aware BO,0.5138696237282687,0.5137261204836732,0.0021245013464510553,0.034323362171954246,0.0018826028141801046,0.0,0.22129200322297454,12.578727442701869,12.578727442701869,0.0007529163820380522,12.578727442701869,0.0,0.0,5.619,0.0022683586163454875,0.22683586163454875,6.490787439015586,0.0,0.0,True,True,True,True,False,True,False,0.034323362171954246,False,56,0.034323362171954246,False,-0.1,-0.017731641383654514,3.6189999999999998,-0.05,0.0022862144009199448,0.08424763993901593,0.0001926081676720965,0.03660956722771919,10
Feasibility-aware BO,0.5765402305103677,0.5047647743037704,0.0020069924172783572,0.03425652550495886,0.00194528515053906,0.0,0.22059569609756952,12.567574652962557,12.567574652962557,0.0008446358737129592,12.567574652962557,0.0,0.0,6.019,0.0033661907595740185,0.33661907595740187,7.277330702724225,0.0,0.0,True,True,True,True,False,True,False,0.03425652550495886,False,57,0.03425652550495886,False,-0.1,-0.01663380924042598,4.019,-0.05,0.002353011756855157,0.08154595844665809,0.0001918785989490086,0.03660956722771919,10
Feasibility-aware BO,0.7712584265613527,0.5009550152294343,0.0027556592188611962,0.034312499257435944,0.001966890747356352,0.0,0.22088243206014754,12.531631454221692,12.531631454221692,0.0011296444209390154,12.531631454221692,0.0,0.0,6.908,0.006750059554269582,0.6750059554269582,9.726495512314525,0.0,0.0,True,True,True,True,False,True,False,0.034312499257435944,False,58,0.034312499257435944,False,-0.1,-0.01324994044573042,4.908,-0.05,0.002297084370838698,0.0787842050195874,0.0001809739660194459,0.03660956722771919,10
Feasibility-aware BO,0.7596443221511551,0.5079921019394033,0.009310406901265845,0.03433106420992177,0.0019011703523573104,0.0,0.22126907999004924,12.538789719848472,12.538789719848472,0.0011126548524822563,12.538789719848472,0.0,0.0,6.737,0.006081669201253004,0.6081669201253004,9.577919159588989,0.0,0.0,True,True,True,True,False,True,False,0.03433106420992177,False,59,0.03433106420992177,False,-0.1,-0.013918330798746995,4.737,-0.05,0.002278287203324597,0.07628402486059772,0.00017379691765799523,0.03660956722771919,10
Feasibility-aware BO,0.6530089240576944,0.5074503420860716,0.006265312752878331,0.03428393866129449,0.0019129090918438276,0.0,0.2209079547079213,12.557030628048139,12.557030628048139,0.0009565690342822848,12.557030628048139,0.0,0.0,6.307,0.004374519839443067,0.4374519839443067,8.234306317437232,0.0,0.0,True,True,True,True,False,True,False,0.03428393866129449,False,60,0.03428393866129449,False,-0.1,-0.015625480160556933,4.307,-0.05,0.0023256053189920772,0.07379014999545172,0.00017160676531864573,0.03660956722771919,10
Feasibility-aware BO,0.41620125906849903,0.5068488281889041,0.0067786760718681754,0.03431474172326914,0.0019560908373554287,0.0,0.22094058147237255,12.5878966513537,12.5878966513537,0.000609946572057104,12.5878966513537,0.0,0.0,5.206,0.0013405652961163113,0.13405652961163114,5.9952332793190735,0.0,0.0,True,True,True,True,False,True,False,0.03431474172326914,False,61,0.03431474172326914,False,-0.1,-0.01865943470388369,3.2060000000000004,-0.05,0.002294845765334945,0.07130468381767516,0.000163633251707539,0.03660956722771919,10
Feasibility-aware BO,0.5217327172074682,0.5005280978345297,0.006334342194155751,0.03422104251304139,0.001982320771634902,0.0,0.2202110003337363,12.574400046355434,12.574400046355434,0.000764406479624338,12.574400046355434,0.0,0.0,5.8020000000000005,0.002700981974866284,0.2700981974866284,6.5812043341855775,0.0,0.0,True,True,True,True,False,True,False,0.03422104251304139,False,62,0.03422104251304139,False,-0.1,-0.017299018025133717,3.8020000000000005,-0.05,0.0023885220516511735,0.06938643918320721,0.00016573104007464346,0.03660956722771919,10
Feasibility-aware BO,0.5057095231265114,0.5015920936296958,0.006475210170425424,0.034232249647458565,0.0019761793994109863,0.0,0.22031028005207984,12.576847997648873,12.576847997648873,0.0007409544681628279,12.576847997648873,0.0,0.0,5.712,0.00245868681717685,0.245868681717685,6.3794071968577795,0.0,0.0,True,True,True,True,False,True,False,0.034232249647458565,False,63,0.034232249647458565,False,-0.1,-0.017541313182823152,3.7119999999999997,-0.05,0.0023773204801348924,0.06716101664039821,0.00015966326032589896,0.03660956722771919,10
Feasibility-aware BO,0.5748526826287157,0.502063034263683,0.007613529552459931,0.03422705489726645,0.0019610726653512237,0.0,0.22033607532037144,12.56741506537475,12.56741506537475,0.0008421618110702242,12.56741506537475,0.0,0.0,6.025,0.0033820557367946432,0.3382055736794643,7.24946979535354,0.0,0.0,True,True,True,True,False,True,False,0.03422705489726645,False,64,0.03422705489726645,False,-0.1,-0.016617944263205356,4.025,-0.05,0.002382547855059952,0.06505004263406412,0.00015498483954934792,0.03660956722771919,10
Feasibility-aware BO,0.7677671648032982,0.5059419459153247,0.0018772315761452752,0.03434856730366868,0.001927617732038748,0.0,0.22127997776296957,12.535175164098792,12.535175164098792,0.0011245414691607657,12.535175164098792,0.0,0.0,6.824,0.006419416066649541,0.641941606664954,9.683641033835851,0.0,0.0,True,True,True,True,False,True,False,0.03434856730366868,False,65,0.03434856730366868,False,-0.1,-0.01358058393335046,4.824,-0.05,0.0022610189693550373,0.06292053447928475,0.0001422645220196205,0.03660956722771919,10
Feasibility-aware BO,0.7065183729988704,0.5182025009236693,0.008949439187525821,0.03437498340960388,0.0018247185439152042,0.0,0.2218676818883651,12.553242294016647,12.553242294016647,0.001034907954447605,12.553242294016647,0.0,0.0,6.38,0.0047252481964317585,0.47252481964317583,8.908660851297405,0.0,0.0,True,True,True,True,False,True,False,0.03437498340960388,False,66,0.03437498340960388,False,-0.1,-0.015274751803568243,4.38,-0.05,0.0022344192834111015,0.060974559760198985,0.0001362427321256912,0.03660956722771919,10
Feasibility-aware BO,0.5616747674511999,0.5036030521315549,0.005410170462431625,0.03424151501736206,0.0019524666328358878,0.0,0.22046690025107024,12.569690408431512,12.569690408431512,0.0008228752056299527,12.569690408431512,0.0,0.0,5.953,0.003160799506712128,0.3160799506712128,7.084878369024838,0.0,0.0,True,True,True,True,False,True,False,0.03424151501736206,False,67,0.03424151501736206,False,-0.1,-0.01683920049328787,3.9530000000000003,-0.05,0.0023680496083923475,0.05898175924583461,0.00013967173188439037,0.03660956722771919,10
Feasibility-aware BO,0.550649227215049,0.5128056124354456,0.0029182452416314886,0.03431223367940162,0.0018836737430093062,0.0,0.22121352955730691,12.573930960918561,12.573930960918561,0.0008067503036309919,12.573930960918561,0.0,0.0,5.796,0.002742782396052201,0.27427823960522013,6.948843496540696,0.0,0.0,True,True,True,True,False,True,False,0.03431223367940162,False,68,0.03431223367940162,False,-0.1,-0.0172572176039478,3.7960000000000003,-0.05,0.0022973319724980193,0.057089864079441624,0.00013115437005526743,0.03660956722771919,10
Feasibility-aware BO,0.5912684238401916,0.514872718003147,0.0028356294059101107,0.034329786879913865,0.001863673708922313,0.0,0.2214105510304032,12.569035337009385,12.569035337009385,0.0008662087113164913,12.569035337009385,0.0,0.0,5.953,0.0032197437892047087,0.32197437892047087,7.460153307488488,0.0,0.0,True,True,True,True,False,True,False,0.034329786879913865,False,69,0.034329786879913865,False,-0.1,-0.01678025621079529,3.9530000000000003,-0.05,0.002279779239549487,0.055306609250990534,0.00012608685958028382,0.03660956722771919,10
Feasibility-aware BO,0.7054621122141922,0.5258431247694295,0.004925652982405329,0.0344391649606555,0.0017741968325770002,0.0,0.2224976457407287,12.556309947106639,12.556309947106639,0.0010333730616524585,12.556309947106639,0.0,0.0,6.289,0.004431761122257721,0.4431761122257721,8.896254274605047,0.0,0.0,True,True,True,True,False,True,False,0.0344391649606555,False,70,0.0344391649606555,False,-0.1,-0.01556823887774228,4.289,-0.05,0.002170409323460902,0.05354358589380495,0.0001162114980354439,0.03660956722771919,10
Feasibility-aware BO,0.5146454503448286,0.5065116598862125,0.009515296179961807,0.03426348863804141,0.0019318748784379531,0.0,0.22069575807319097,12.577346745764405,12.577346745764405,0.0007540414197824267,12.577346745764405,0.0,0.0,5.681,0.002407130091596298,0.24071300915962981,6.490914721259405,0.0,0.0,True,True,True,True,False,True,False,0.03426348863804141,False,71,0.03426348863804141,False,-0.1,-0.017592869908403704,3.681,-0.05,0.0023460787855000623,0.05181427386192066,0.00012156036869354245,0.03660956722771919,10
Feasibility-aware BO,0.7105652695019979,0.5003343250038367,0.004571590445096288,0.03426273420581849,0.001970541835497447,0.0,0.22053606069680018,12.54318898501704,12.54318898501704,0.001040805348739512,12.54318898501704,0.0,0.0,6.658,0.005681045671747926,0.5681045671747926,8.960232604043997,0.0,0.0,True,True,True,True,False,True,False,0.03426273420581849,False,72,0.03426273420581849,False,-0.1,-0.014318954328252073,4.658,-0.05,0.0023467428763753115,0.05025018907004683,0.00011792427323664493,0.03660956722771919,10
Feasibility-aware BO,0.49551346487718073,0.5180565212689585,0.007386125226022008,0.034354088904238154,0.001848482527501164,0.0,0.22163332925158308,12.58225749684409,12.58225749684409,0.0007260543300594107,12.58225749684409,0.0,0.0,5.461,0.001913112416494791,0.1913112416494791,6.250801807751787,0.0,0.0,True,True,True,True,False,True,False,0.034354088904238154,False,73,0.034354088904238154,False,-0.1,-0.01808688758350521,3.4610000000000003,-0.05,0.002255474896855257,0.04869574778068984,0.00010983203670294102,0.03660956722771919,10
Feasibility-aware BO,0.6767952125660275,0.5171918930044224,0.004780096962519798,0.03436612964516565,0.0018385293436748845,0.0,0.22175341359307152,12.557186159990385,12.557186159990385,0.0009913999067519101,12.557186159990385,0.0,0.0,6.284,0.0043540752605684945,0.43540752605684946,8.535242438898129,0.0,0.0,True,True,True,True,False,True,False,0.03436612964516565,False,74,0.03436612964516565,False,-0.1,-0.015645924739431508,4.284,-0.05,0.0022434730437472863,0.04733300204753027,0.00010619031417326927,0.03660956722771919,10
Feasibility-aware BO,0.3832011578482403,0.5075505183852256,0.005588869400943612,0.03434741035662779,0.0019633740544586836,0.0,0.22112923949301724,12.590711919946983,12.590711919946983,0.0005616444866359715,12.590711919946983,0.0,0.0,5.034,0.001046754315083831,0.1046754315083831,5.996366477604588,0.0,0.0,True,True,True,True,False,True,False,0.03434741035662779,False,75,0.03434741035662779,False,-0.1,-0.01895324568491617,3.034,-0.05,0.0022621829528506054,0.0458260595072925,0.00010366693061371451,0.03660956722771919,10
Feasibility-aware BO,0.4870939886491874,0.5065236911695687,0.004474262280655323,0.03427558281576721,0.0019416270671546126,0.0,0.2207373771698296,12.580273988092163,12.580273988092163,0.0007137136412738664,12.580273988092163,0.0,0.0,5.57,0.0021159146074911828,0.21159146074911828,6.146607304835747,0.0,0.0,True,True,True,True,False,True,False,0.03427558281576721,False,76,0.03427558281576721,False,-0.1,-0.017884085392508818,3.5700000000000003,-0.05,0.0023339822565403776,0.04481319042789583,0.00010459319131767396,0.03660956722771919,10
Feasibility-aware BO,0.689909241416774,0.5181657146154875,0.001480184980807049,0.03438832167896505,0.0018349721318253389,0.0,0.22191558933246566,12.555135487732104,12.555135487732104,0.0010105966796750505,12.555135487732104,0.0,0.0,6.337,0.00454828390699476,0.454828390699476,8.70556993495208,0.0,0.0,True,True,True,True,False,True,False,0.03438832167896505,False,77,0.03438832167896505,False,-0.1,-0.01545171609300524,4.337,-0.05,0.0022212964136495775,0.04352480340774521,9.668148971442735e-05,0.03660956722771919,10
Feasibility-aware BO,0.6445788376050542,0.5016631378102943,0.002324834672501005,0.034248892435049194,0.0019651584379468414,0.0,0.2204653158152073,12.555437335053702,12.555437335053702,0.000944221225056028,12.555437335053702,0.0,0.0,6.362,0.004530146629775743,0.4530146629775743,8.131755454023253,0.0,0.0,True,True,True,True,False,True,False,0.034248892435049194,False,78,0.034248892435049194,False,-0.1,-0.015469853370224256,4.362,-0.05,0.0023606976785295677,0.04216015164904155,9.952737212434692e-05,0.03660956722771919,10
Feasibility-aware BO,0.5464197047911844,0.5090105496503915,0.0004974235898909607,0.034288563171127565,0.0019163675722960007,0.0,0.2209249508516664,12.573121428847433,12.573121428847433,0.000800553885945614,12.573121428847433,0.0,0.0,5.833,0.0028240487123758627,0.2824048712375863,6.91132945907513,0.0,0.0,True,True,True,True,False,True,False,0.034288563171127565,False,79,0.034288563171127565,False,-0.1,-0.017175951287624138,3.833,-0.05,0.0023210156146875743,0.04084361637876235,9.479867137541657e-05,0.03660956722771919,10
Feasibility-aware BO,0.6288078032746536,0.5152492241201074,0.000989071033079969,0.03434478771186953,0.0018602313799944655,0.0,0.22152432589248566,12.563492713378581,12.563492713378581,0.0009211566353379101,12.563492713378581,0.0,0.0,6.118,0.0037545218279235984,0.37545218279235987,7.940364977083764,0.0,0.0,True,True,True,True,False,True,False,0.03434478771186953,False,80,0.03434478771186953,False,-0.1,-0.016245478172076402,4.118,-0.05,0.0022648409586345716,0.03960570996839677,8.970063413222655e-05,0.03660956722771919,10
