K_p,K_i,K_d,total,tracking,overshoot_cost,control,omega_final,omega_max,overshoot,overshoot_percent,settling_time,steady_state_error,steady_state_error_percent,voltage_max_abs,saturation_fraction,saturation_percent,valid,penalized,trial,best_so_far
0.6236857178736515,0.905812957516502,0.0017171958398227649,0.036251937538701685,0.0005666975920009936,0.0,0.23941279322334058,12.599544694458979,12.599544694458979,0.0,0.0,3.235,5.975024865298748e-05,0.005975024865298747,7.906373228516967,0.0,0.0,True,False,1,0.036251937538701685
0.5639470626663039,0.23364582838091658,0.0019512447032735119,0.032580489439631016,0.009168503162373803,0.0,0.18052925028137826,12.036952600777514,12.036952600777514,0.0,0.0,inf,0.050294873670656465,5.029487367065647,7.109543610871317,0.0,0.0,True,False,2,0.032580489439631016
0.6136889675524754,1.58282539529006,0.0002562272653510918,0.03763019528513283,0.00019014491070891684,0.0,0.25010738892471657,12.599999970588497,12.599999970588497,0.0,0.0,1.547,6.935078966123564e-09,6.935078966123564e-07,7.9643889042106615,0.0,0.0,True,False,3,0.032580489439631016
0.3713010315585424,0.7730561472535334,0.0018535299776972036,0.0358000792167283,0.0008416695222569363,0.0,0.23530051668916094,12.599893205405504,12.599893205405504,0.0,0.0,3.036,1.5582326970047914e-05,0.0015582326970047914,5.999900707526364,0.0,0.0,True,False,4,0.032580489439631016
0.5222147936629183,1.6543851458781185,0.0008868283976546622,0.03769668182807431,0.00019086652388710336,0.0,0.2505477460916137,12.599999999877735,12.599999999877735,0.0,0.0,1.234,4.1807404099494134e-11,4.180740409949413e-09,6.9429499662361485,0.0,0.0,True,False,5,0.032580489439631016
0.19724620299212597,1.131440334680878,0.00012763451220835066,0.03706138158862807,0.0005191361215349118,3.806080657822141e-05,0.24493589809375046,12.600000000031583,12.677733735613042,0.006169344096273234,0.6169344096273235,1.181,4.646300980643972e-12,4.646300980643972e-10,6.094259950493877,0.0,0.0,True,False,6,0.032580489439631016
0.665552314154214,1.2817455782880265,0.0015161754801707476,0.037185211607369754,0.00027607636277220886,0.0,0.24679710526470955,12.599992654280543,12.599992654280543,0.0,0.0,2.189,1.2243335094958802e-06,0.00012243335094958802,8.483488559337824,0.0,0.0,True,False,7,0.032580489439631016
0.2965302551412973,1.9428611475700612,0.0017862422426443954,0.03862017603373468,0.00023187354121197452,0.0021383602865946323,0.2529764122490589,12.600000000000858,13.182654339295404,0.04624240788058762,4.624240788058763,1.338,6.104464376669115e-13,6.104464376669114e-11,6.850728737923006,0.0,0.0,True,False,8,0.032580489439631016
0.6271391277175343,0.42954548031133677,0.0009334420074540683,0.033690592333340805,0.0027230553397207618,0.0,0.21371172753005566,12.512363399681373,12.512363399681373,0.0,0.0,7.429,0.00860135764893051,0.860135764893051,7.914364726060707,0.0,0.0,True,False,9,0.032580489439631016
0.054166937314038446,0.35086450953171827,0.0013660979064849092,0.034178823276346526,0.004740334867616102,0.0,0.20889748237184577,12.596969012495423,12.596969012495423,0.0,0.0,4.811,0.0003795606156061235,0.03795606156061235,5.998847218558718,0.0,0.0,True,False,10,0.032580489439631016
0.6009144816080974,1.9366439782467095,0.0006516507162763039,0.03801697697582287,0.000139394802535428,0.0,0.25288893396201073,12.599999999987373,12.599999999987373,0.0,0.0,1.047,4.96505834682524e-12,4.96505834682524e-10,7.93742531689642,0.0,0.0,True,False,11,0.032580489439631016
0.30895857070719773,0.9656338319878254,0.0003789427181685714,0.036496521422210944,0.0005760531406677428,0.0,0.24100593025206862,12.599999784957383,12.599999784957383,0.0,0.0,2.05,4.6604779717946647e-08,4.660477971794665e-06,5.999935258441617,0.0,0.0,True,False,12,0.032580489439631016
0.12133877416166788,0.9776246061405708,0.0004538186981017682,0.03690659707042698,0.0007425714393999044,0.00017142362826238672,0.2427879886648096,12.600000001672655,12.764970346495776,0.013092884642521934,1.3092884642521934,1.249,1.8176049730567366e-10,1.8176049730567365e-08,6.1482488136311755,0.0,0.0,True,False,13,0.032580489439631016
0.542454915852358,0.9024462418010449,0.001665356392115675,0.036224428566858376,0.0005808608955237704,0.0,0.2391727468636274,12.59980904983996,12.59980904983996,0.0,0.0,3.025,2.6503359985111856e-05,0.0026503359985111854,6.9018110937813315,0.0,0.0,True,False,14,0.032580489439631016
0.5662067795617544,0.65911495069498,0.0016645196027904022,0.03521972576335846,0.0011114618329037642,0.0,0.230352324424108,12.594759930830076,12.594759930830076,0.0,0.0,4.448,0.0006014894698892087,0.06014894698892087,7.162642110240514,0.0,0.0,True,False,15,0.032580489439631016
0.6477161988475054,0.8055828391088402,0.0005766562078604882,0.035904838209289656,0.0007229327541085672,0.0,0.23647385704549678,12.59819762492128,12.59819762492128,0.0,0.0,3.782,0.00021845353489194762,0.021845353489194762,8.208558017985425,0.0,0.0,True,False,16,0.032580489439631016
0.5523464931004809,0.3225173430381541,0.00039981640495021664,0.03280516236277385,0.004922562851075611,0.0,0.1990108310141899,12.38301674139012,12.38301674139012,0.0,0.0,9.545,0.020383820182309907,2.038382018230991,6.97079551891044,0.0,0.0,True,False,17,0.032580489439631016
0.0257425704057843,1.5845025361291698,0.0013297017131840643,0.04496394234790995,0.0006478555609393864,0.02649217798847234,0.25301456342818823,12.599999965869584,14.65082865628747,0.1627641790704341,16.27641790704341,2.31,4.963497366203582e-08,4.963497366203582e-06,7.671975843101535,0.0,0.0,True,False,18,0.032580489439631016
0.5700289953285415,1.5724216104928375,0.00091783155107668,0.03760214053999841,0.00019867257016563484,0.0,0.24988624665266027,12.59999999220932,12.59999999220932,0.0,0.0,1.468,2.010657319652233e-09,2.0106573196522328e-07,7.434330320025411,0.0,0.0,True,False,19,0.032580489439631016
0.46361813284325715,0.32260414634893203,0.00022906014707194688,0.03278349359641302,0.004956547770381333,0.0,0.19873043289456147,12.430441444584485,12.430441444584485,0.0,0.0,8.909,0.016222859230753905,1.6222859230753905,5.927784150321768,0.0,0.0,True,False,20,0.032580489439631016
0.5413543101965679,0.9686376019791084,0.0011304722129623778,0.03642729189219828,0.0005031582549363599,0.0,0.24083597959490977,12.599924099949002,12.599924099949002,0.0,0.0,2.774,1.1119963437251845e-05,0.0011119963437251845,6.911262128028168,0.0,0.0,True,False,21,0.032580489439631016
0.6166991087845,1.287700724001152,0.0011071588013159917,0.0371766916825597,0.00027846048294024857,0.0,0.24673076928530366,12.59999707785484,12.59999707785484,0.0,0.0,2.078,5.170173590133998e-07,5.170173590133998e-05,7.897941823740948,0.0,0.0,True,False,22,0.032580489439631016
0.45618158538142256,0.6427026912220938,6.163566913587881e-05,0.03514754370551246,0.001191108857881836,0.0,0.2295525226052224,12.597336590396438,12.597336590396438,0.0,0.0,4.1610000000000005,0.0003200341386814789,0.032003413868147895,5.998953132085044,0.0,0.0,True,False,23,0.032580489439631016
